cp,artist,song,section,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres,text_2,type,key_labels
"4,1,5,4,1",the white stripes,ball and biscuit,verse,0.518,0.67,9.0,-7.135,1.0,0.192,0.0513,0.145,0.102,0.608,78.223,439067.0,4.0,5,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']","But soon enough you will care, by the time I'm done
Let's have a ball girl
And take our sweet little
And I'll find me a soap box where I can shout it
Yeah
That my strength is ten fold girl
I'll let you see if you want to before you go
Let's have a ball
And I'll find my a soap box where I can shout it
And I can think of one or two things to say
About it
Alright, listen
Alright, you get the put now
It was the other two which made me your third
But it was my mother who made me the seventh son
But soon enough you will care by the time I'm done",alternative rock,$A$
"1,4,1,6,1",lady gaga,til it happens to you,intro,0.407,0.5579999999999999,0.0,-4.753,1.0,0.0347,0.501,0.0,0.093,0.143,113.666,258093.0,4.0,5,"['dance pop', 'pop']","[Verse 1]
You tell me it gets better, it gets better in time
You say I'll pull myself together, pull it together, you'll be fine
Tell me, what the hell do you know? What do you know?
Tell me how the hell could you know? How could you know?
[Chorus 1]
'Til It happens to you, you don't know how it feels, how it feels
No, it won't be real, won't know how it feels
[Verse 2]
You tell me hold your head up, hold your head up and be strong
Cause when you fall you gotta get up, you gotta get up and move on
Tell me how the hell could you talk, how could you talk?
Cause until you walk where I walk, this is no joke
[Chorus 2]
'Til it happens to you, you don't know how it feels, how it feels
Won't know how I feel
[Bridge]
'Til your world burns and crashes
'Til you're at the end, the end of your rope
'Til you're standing in my shoes
I don't wanna hear a thing from you, from you, from you
Cause you don't know
[Chorus 3]
'Til it happens to you, you don't know how I feel, how I feel
How I feel
Won't know how it feels
[Outro]
Til it happens to you
Til it happens you
You won't know how I feel",dance pop,$C$
"1,6,1,4,1",lady gaga,til it happens to you,intro,0.407,0.5579999999999999,0.0,-4.753,1.0,0.0347,0.501,0.0,0.093,0.143,113.666,258093.0,4.0,5,"['dance pop', 'pop']","[Verse 1]
You tell me it gets better, it gets better in time
You say I'll pull myself together, pull it together, you'll be fine
Tell me, what the hell do you know? What do you know?
Tell me how the hell could you know? How could you know?
[Chorus 1]
'Til It happens to you, you don't know how it feels, how it feels
No, it won't be real, won't know how it feels
[Verse 2]
You tell me hold your head up, hold your head up and be strong
Cause when you fall you gotta get up, you gotta get up and move on
Tell me how the hell could you talk, how could you talk?
Cause until you walk where I walk, this is no joke
[Chorus 2]
'Til it happens to you, you don't know how it feels, how it feels
Won't know how I feel
[Bridge]
'Til your world burns and crashes
'Til you're at the end, the end of your rope
'Til you're standing in my shoes
I don't wanna hear a thing from you, from you, from you
Cause you don't know
[Chorus 3]
'Til it happens to you, you don't know how I feel, how I feel
How I feel
Won't know how it feels
[Outro]
Til it happens to you
Til it happens you
You won't know how I feel",dance pop,$C$
"4,1,6,1,4",lady gaga,til it happens to you,intro,0.407,0.5579999999999999,0.0,-4.753,1.0,0.0347,0.501,0.0,0.093,0.143,113.666,258093.0,4.0,5,"['dance pop', 'pop']","[Verse 1]
You tell me it gets better, it gets better in time
You say I'll pull myself together, pull it together, you'll be fine
Tell me, what the hell do you know? What do you know?
Tell me how the hell could you know? How could you know?
[Chorus 1]
'Til It happens to you, you don't know how it feels, how it feels
No, it won't be real, won't know how it feels
[Verse 2]
You tell me hold your head up, hold your head up and be strong
Cause when you fall you gotta get up, you gotta get up and move on
Tell me how the hell could you talk, how could you talk?
Cause until you walk where I walk, this is no joke
[Chorus 2]
'Til it happens to you, you don't know how it feels, how it feels
Won't know how I feel
[Bridge]
'Til your world burns and crashes
'Til you're at the end, the end of your rope
'Til you're standing in my shoes
I don't wanna hear a thing from you, from you, from you
Cause you don't know
[Chorus 3]
'Til it happens to you, you don't know how I feel, how I feel
How I feel
Won't know how it feels
[Outro]
Til it happens to you
Til it happens you
You won't know how I feel",dance pop,$C$
"6,1,4,1,6",lady gaga,til it happens to you,intro,0.407,0.5579999999999999,0.0,-4.753,1.0,0.0347,0.501,0.0,0.093,0.143,113.666,258093.0,4.0,5,"['dance pop', 'pop']","[Verse 1]
You tell me it gets better, it gets better in time
You say I'll pull myself together, pull it together, you'll be fine
Tell me, what the hell do you know? What do you know?
Tell me how the hell could you know? How could you know?
[Chorus 1]
'Til It happens to you, you don't know how it feels, how it feels
No, it won't be real, won't know how it feels
[Verse 2]
You tell me hold your head up, hold your head up and be strong
Cause when you fall you gotta get up, you gotta get up and move on
Tell me how the hell could you talk, how could you talk?
Cause until you walk where I walk, this is no joke
[Chorus 2]
'Til it happens to you, you don't know how it feels, how it feels
Won't know how I feel
[Bridge]
'Til your world burns and crashes
'Til you're at the end, the end of your rope
'Til you're standing in my shoes
I don't wanna hear a thing from you, from you, from you
Cause you don't know
[Chorus 3]
'Til it happens to you, you don't know how I feel, how I feel
How I feel
Won't know how it feels
[Outro]
Til it happens to you
Til it happens you
You won't know how I feel",dance pop,$C$
"1,4,5,1,4",one direction,what makes you beautiful,chorus,0.7290000000000001,0.7709999999999999,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,198053.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","Everyone else in the room can see it,
Everyone else but you
Baby you light up my world like nobody else,
The way that you flip your hair gets me overwhelmed,
But when you smile at the ground it ain't hard to tell,
You don't know, oh oh,
You don't know you're beautiful,
If only you saw what I can see,
You'll understand why I want you so desperately,
Right now I'm looking at you and I can't believe,
You don't know you're beautiful, oh oh,
That's what makes you beautiful",boy band,$E$
"1,4,5,1,4",one direction,what makes you beautiful,verse,0.7290000000000001,0.7709999999999999,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,198053.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","You're insecure,
Don't know what for,
You're turning heads when you walk through the door,
Don't need make-up, to cover up,
Being the way that you are is enough
So come on, you got it wrong,
To prove I'm right, I put it in a song,
I don't know why, you're being shy,
And turn away when I look into your eye eye eyes
(Na na na na na na na)
You don't know you're beautiful",boy band,$E$
"1,4,6,5,1",one direction,what makes you beautiful,chorus,0.7290000000000001,0.7709999999999999,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,198053.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","Everyone else in the room can see it,
Everyone else but you
Baby you light up my world like nobody else,
The way that you flip your hair gets me overwhelmed,
But when you smile at the ground it ain't hard to tell,
You don't know, oh oh,
You don't know you're beautiful,
If only you saw what I can see,
You'll understand why I want you so desperately,
Right now I'm looking at you and I can't believe,
You don't know you're beautiful, oh oh,
That's what makes you beautiful",boy band,$E$
"4,5,1,4,5",one direction,what makes you beautiful,chorus,0.7290000000000001,0.7709999999999999,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,198053.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","Everyone else in the room can see it,
Everyone else but you
Baby you light up my world like nobody else,
The way that you flip your hair gets me overwhelmed,
But when you smile at the ground it ain't hard to tell,
You don't know, oh oh,
You don't know you're beautiful,
If only you saw what I can see,
You'll understand why I want you so desperately,
Right now I'm looking at you and I can't believe,
You don't know you're beautiful, oh oh,
That's what makes you beautiful",boy band,$E$
"4,5,1,4,5",one direction,what makes you beautiful,verse,0.7290000000000001,0.7709999999999999,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,198053.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","You're insecure,
Don't know what for,
You're turning heads when you walk through the door,
Don't need make-up, to cover up,
Being the way that you are is enough
So come on, you got it wrong,
To prove I'm right, I put it in a song,
I don't know why, you're being shy,
And turn away when I look into your eye eye eyes
(Na na na na na na na)
You don't know you're beautiful",boy band,$E$
"4,6,5,1,4",one direction,what makes you beautiful,chorus,0.7290000000000001,0.7709999999999999,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,198053.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","Everyone else in the room can see it,
Everyone else but you
Baby you light up my world like nobody else,
The way that you flip your hair gets me overwhelmed,
But when you smile at the ground it ain't hard to tell,
You don't know, oh oh,
You don't know you're beautiful,
If only you saw what I can see,
You'll understand why I want you so desperately,
Right now I'm looking at you and I can't believe,
You don't know you're beautiful, oh oh,
That's what makes you beautiful",boy band,$E$
"6,5,1,4,6",one direction,what makes you beautiful,chorus,0.7290000000000001,0.7709999999999999,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,198053.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","Everyone else in the room can see it,
Everyone else but you
Baby you light up my world like nobody else,
The way that you flip your hair gets me overwhelmed,
But when you smile at the ground it ain't hard to tell,
You don't know, oh oh,
You don't know you're beautiful,
If only you saw what I can see,
You'll understand why I want you so desperately,
Right now I'm looking at you and I can't believe,
You don't know you're beautiful, oh oh,
That's what makes you beautiful",boy band,$E$
"5,1,4,5,1",one direction,what makes you beautiful,chorus,0.7290000000000001,0.7709999999999999,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,198053.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","Everyone else in the room can see it,
Everyone else but you
Baby you light up my world like nobody else,
The way that you flip your hair gets me overwhelmed,
But when you smile at the ground it ain't hard to tell,
You don't know, oh oh,
You don't know you're beautiful,
If only you saw what I can see,
You'll understand why I want you so desperately,
Right now I'm looking at you and I can't believe,
You don't know you're beautiful, oh oh,
That's what makes you beautiful",boy band,$E$
"5,1,4,5,1",one direction,what makes you beautiful,verse,0.7290000000000001,0.7709999999999999,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,198053.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","You're insecure,
Don't know what for,
You're turning heads when you walk through the door,
Don't need make-up, to cover up,
Being the way that you are is enough
So come on, you got it wrong,
To prove I'm right, I put it in a song,
I don't know why, you're being shy,
And turn away when I look into your eye eye eyes
(Na na na na na na na)
You don't know you're beautiful",boy band,$E$
"5,1,4,6,5",one direction,what makes you beautiful,chorus,0.7290000000000001,0.7709999999999999,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,198053.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']","Everyone else in the room can see it,
Everyone else but you
Baby you light up my world like nobody else,
The way that you flip your hair gets me overwhelmed,
But when you smile at the ground it ain't hard to tell,
You don't know, oh oh,
You don't know you're beautiful,
If only you saw what I can see,
You'll understand why I want you so desperately,
Right now I'm looking at you and I can't believe,
You don't know you're beautiful, oh oh,
That's what makes you beautiful",boy band,$E$
"1,4,5,1,4",the beatles,here comes the sun,verse,0.557,0.54,9.0,-10.484000000000002,1.0,0.0347,0.0339,0.00248,0.179,0.3939999999999999,129.171,185733.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Here comes the sun (doo doo doo doo)
Little darling, it's been a long cold lonely winter
Little darling, it feels like years since it's been here
Little darling, the smiles returning to the faces
Little darling, it seems like years since it's been here
Little darling, I feel that ice is slowly melting
Little darling, it seems like years since it's been clear",british invasion,$A$
"4,5,1,4,5",the beatles,here comes the sun,verse,0.557,0.54,9.0,-10.484000000000002,1.0,0.0347,0.0339,0.00248,0.179,0.3939999999999999,129.171,185733.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Here comes the sun (doo doo doo doo)
Little darling, it's been a long cold lonely winter
Little darling, it feels like years since it's been here
Little darling, the smiles returning to the faces
Little darling, it seems like years since it's been here
Little darling, I feel that ice is slowly melting
Little darling, it seems like years since it's been clear",british invasion,$A$
"1,4,5,1,4",weird al yankovic,everything you know is wrong,chorus,0.609,0.928,2.0,-6.777,1.0,0.0463,0.024,0.0,0.0324,0.852,161.045,227480.0,4.0,5,"['comedy rock', 'comic']","Everything you know is wrong
Black is white, up is down and short is long
And everything you thought was just so important doesn't matter
Just forget the words and sing along
All you need to understand is",comedy rock,$D$
"1,4,5,6,5",weird al yankovic,everything you know is wrong,chorus,0.609,0.928,2.0,-6.777,1.0,0.0463,0.024,0.0,0.0324,0.852,161.045,227480.0,4.0,5,"['comedy rock', 'comic']","Everything you know is wrong
Black is white, up is down and short is long
And everything you thought was just so important doesn't matter
Just forget the words and sing along
All you need to understand is",comedy rock,$D$
"4,5,1,4,5",weird al yankovic,everything you know is wrong,chorus,0.609,0.928,2.0,-6.777,1.0,0.0463,0.024,0.0,0.0324,0.852,161.045,227480.0,4.0,5,"['comedy rock', 'comic']","Everything you know is wrong
Black is white, up is down and short is long
And everything you thought was just so important doesn't matter
Just forget the words and sing along
All you need to understand is",comedy rock,$D$
